NG-Space Heating,EL-Space Heating,NG-DHW Heating,EL-Space Cooling,EL-Lighting,EL-Electric Equipment,EPD,HDD_EL,HDD_NG,CDD
5672.626060452109,0.0,1547.3546666518532,0.0,1223.8680960000002,535.0649327291965,0.0095889772890537,844.1505189728084,1194.9331048118038,0.0
4418.738565609551,0.0,1547.3546666518532,0.0,1105.4292480000001,483.28445536830645,0.0095889772890537,613.9670523084147,930.8029362920234,0.0
4393.569225037811,0.0,1547.3546666518532,0.0,1223.8680960000002,535.0649327291965,0.0095889772890537,574.7184535969785,925.5010394359739,0.0
2607.6484858625877,0.0,1547.3546666518532,222.53288400683343,1184.38848,517.8047736088998,0.0095889772890537,252.69074439023825,549.2985908578006,46.42390623743912
1081.1900631566762,0.0,1547.3546666518532,693.0822208596027,1223.8680960000002,535.0649327291965,0.0095889772890537,20.289838025892756,227.75162425504718,144.58799731833898
532.3701801292553,0.0,1547.3546666518532,1319.250907039984,1184.38848,517.8047736088998,0.0095889772890537,0.8144657756039351,112.14325525281836,275.2167648633901
51.26367376057846,0.0,1547.3546666518532,2789.2128271181928,1223.8680960000002,535.0649327291965,0.0095889772890537,0.0,10.798642497846096,581.8742490140077
12.068652344770161,0.0,1547.3546666518532,2741.374547681686,1223.8680960000002,535.0649327291965,0.0095889772890537,0.0,2.5422497558531276,571.8944214975827
266.45980135999247,0.0,1547.3546666518532,1780.6863066321769,1184.38848,517.8047736088998,0.0095889772890537,0.0,56.12949529080287,371.4795433777125
2016.345939953398,0.0,1547.3546666518532,546.7287730656028,1223.8680960000002,535.0649327291965,0.0095889772890537,180.90660654226443,424.7412906697325,114.05633559006176
3109.4751327855024,0.0,1547.3546666518532,72.1469540178317,1184.38848,517.8047736088998,0.0095889772890537,330.5918667590725,655.0078808576254,15.051004455313674
3889.492681034641,0.0,1547.3546666518532,0.0,1184.38848,517.8047736088998,0.0095889772890537,479.85079227343283,819.3178108272995,0.0
