Measures,OrgPropValue,NewPropValue,TIC,OrgTotalkWh,OrgTotalTherm,EEMTotalkWh,EEMTotalTherm,PctkWhSavings,PctThermSavings,OrgAOC,EEMAOC,OrgTOC,EEMTOC,EEMLCC,OperatingCostChange,SPP,NPV,ROI
['HeatingEff'],[0.8],[8.8],3059.018233858293,17298.958475888106,4796.999999999999,15872.167014993965,624.9960897,8.247846035834197,86.97110507126698,6401.876262829929,2059.741081978093,66449.28641092025,21379.408078124718,24438.42631198301,4342.135180851836,0.7044963149346672,42010.860098937235,1373.3445467551064
