Measures,OrgPropValue,NewPropValue,TIC,OrgTotalkWh,OrgTotalTherm,EEMTotalkWh,EEMTotalTherm,PctkWhSavings,PctThermSavings,OrgAOC,EEMAOC,OrgTOC,EEMTOC,EEMLCC,OperatingCostChange,SPP,NPV,ROI
['LEDLighting'],[40.0],[100.0],201.6,13928.000000000005,0.0,13733.738240000002,0.0,1.3947570361861212,,1253.5200000000004,1236.0364416000002,13011.108944020149,12829.635586537586,13031.235586537587,17.48355840000022,11.530833448641522,-20.126642517438086,-9.983453629681408
