NG-HeatingModelType,NG-HeatingBaseload,NG-HeatingChangePoint,NG-HeatingSlope,NG-HeatingR2,EL-CoolingModelType,EL-CoolingBaseload,EL-CoolingChangePoint,EL-CoolingSlope,EL-CoolingR2,EL-HeatingModelType,EL-HeatingBaseload,EL-HeatingChangePoint,EL-HeatingSlope,EL-HeatingR2,BLC_Heating_NG,BLC_Heating_EL,BLC_Cooling_EL,FloorArea,EPD,Volume,WallArea,ExtWallArea,WindowArea,CeilingArea,Electricity,NaturalGas,TSE,TotalSourceEnergy,AnnualOperatingCost,TOC
3P Heating,0.98055098174883,63.77106750917125,0.001182174147217,0.9383585217848356,3P Cooling,0.9531967872767796,59.52337123770264,0.0011083662254487,0.869416089055602,3P Cooling,0.876880692970843,53.52337123770264,0.0,0.8690110328328522,88.663061041275,0.0,83.12746690865251,1800.0,0.0079482182782572,28800.0,"{'Front': 576.0, 'Left': 384.0, 'Right': 384.0, 'Back': 576.0}",1824.384,95.616,864.0,6947.65519768546,323.7202503205512,16440.917670428895,32369.866631305682,1350.07266392933,14013.292578281966
