NG-HeatingModelType,NG-HeatingBaseload,NG-HeatingChangePoint,NG-HeatingSlope,NG-HeatingR2,EL-CoolingModelType,EL-CoolingBaseload,EL-CoolingChangePoint,EL-CoolingSlope,EL-CoolingR2,EL-HeatingModelType,EL-HeatingBaseload,EL-HeatingChangePoint,EL-HeatingSlope,EL-HeatingR2,BLC_Heating_NG,BLC_Heating_EL,BLC_Cooling_EL,FloorArea,EPD,Volume,WallArea,ExtWallArea,WindowArea,CeilingArea,Electricity,NaturalGas,TSE,TotalSourceEnergy,AnnualOperatingCost,TOC
3P Heating,0.8596414814732518,64.40203306073282,0,0.9233667505042604,3P Cooling,0.9553855442176058,53.08646577560393,0.0023749418898478,0.9257435804508038,3P Cooling,0.9553855442176058,53.08646577560393,0.0024662836736513,0.9257435804508038,0.0,184.97127552384757,178.12064173858496,1800.0,0.0095889772890536,28800.0,"{'Front': 576.0, 'Left': 384.0, 'Right': 384.0, 'Back': 576.0}",1824.384,95.616,864.0,9633.745814201868,185.68255999822236,15078.9821777861,36456.271102611296,1229.1181152747017,17323.12258180306
