Unnamed: 0,NG-HeatingModelType,NG-HeatingBaseload,NG-HeatingChangePoint,NG-HeatingSlope,NG-HeatingR2,EL-CoolingModelType,EL-CoolingBaseload,EL-CoolingChangePoint,EL-CoolingSlope,EL-CoolingR2,EL-HeatingModelType,EL-HeatingBaseload,EL-HeatingChangePoint,EL-HeatingSlope,EL-HeatingR2,BLC_Heating_NG,BLC_Heating_EL,BLC_Cooling_EL,FloorArea,EPD,Volume,WallArea,ExtWallArea,WindowArea,CeilingArea,Electricity,NaturalGas,TSE,TotalSourceEnergy,AnnualOperatingCost,TOC,TIC,LCC,PctThermsChange,PctkWhChange,PctTSEChange,PctSourceChange,OperatingCostChange,SPP,NPV,ROI
0,3P Heating,0.8596414814732518,64.40203306073282,0.0024662836736513,0.9233667505042604,3P Cooling,0.9553855442176058,53.08646577560393,0.0023749418898478,0.9257435804508038,3P Cooling,0.9553855442176058,53.08646577560393,0.0,0.9257435804508038,4799.254716294421,0.0,728.8696659942898,1800.0,0.0095889772890536,28800.0,"{'Front': 576.0, 'Left': 384.0, 'Right': 384.0, 'Back': 576.0}",1824.384,95.616,864.0,7602.309321422268,469.2689816217628,21363.863034670445,39104.13027581133,1603.2604606356413,16641.295327533862,3633.0,20274.295327533862,-6.541119781400143e-13,-16.850750407312884,-6.726439178813745,-11.093427466068169,220.77639534816717,16.455563531919765,-1341.4165133838578,-36.92310799294957
