NG-Space Heating,EL-Space Heating,NG-DHW Heating,EL-Space Cooling,EL-Lighting,EL-Electric Equipment,EPD,HDD_EL,HDD_NG,CDD
5734.788338924446,0.0,1547.3546666518532,0.0,1223.8680960000002,495.8258835916904,0.008885768523148574,844.1505189728084,1194.9331048118038,0.0
4467.160381940236,0.0,1547.3546666518532,0.0,1105.4292480000001,614.2647315916904,0.01218779229348592,613.9670523084147,930.8029362920234,0.0
4441.715228448534,0.0,1547.3546666518532,0.0,1223.8680960000002,495.8258835916904,0.008885768523148574,574.7184535969785,925.5010394359739,0.0
2636.223852828207,0.0,1547.3546666518532,230.768183368017,1184.38848,535.3054995916905,0.009913064807253527,252.69074439023825,549.2985908578006,46.42390623743912
1093.0380568497617,0.0,1547.3546666518532,718.7311922292344,1223.8680960000002,495.8258835916904,0.008885768523148574,20.289838025892756,227.75162425504718,144.58799731833898
538.2040466727034,0.0,1547.3546666518532,1368.07257310734,1184.38848,535.3054995916905,0.009913064807253527,0.8144657756039351,112.14325525281836,275.2167648633901
51.825435937365796,0.0,1547.3546666518532,2892.433538591407,1223.8680960000002,495.8258835916904,0.008885768523148574,0.0,10.798642497846096,581.8742490140077
12.200904130776593,0.0,1547.3546666518532,2842.824902590108,1223.8680960000002,495.8258835916904,0.008885768523148574,0.0,2.5422497558531276,571.8944214975827
269.37974499761407,0.0,1547.3546666518532,1846.584364211056,1184.38848,535.3054995916905,0.009913064807253527,0.0,56.12949529080287,371.4795433777125
2038.4416424517149,0.0,1547.3546666518532,566.9616260017541,1223.8680960000002,495.8258835916904,0.008885768523148574,180.90660654226443,424.7412906697325,114.05633559006176
3143.549661416006,0.0,1547.3546666518532,74.8169044253236,1184.38848,535.3054995916905,0.009913064807253527,330.5918667590725,655.0078808576254,15.051004455313674
3932.114867756979,0.0,1547.3546666518532,0.0,1184.38848,535.3054995916905,0.009913064807253527,479.85079227343283,819.3178108272995,0.0
