NG-HeatingModelType,NG-HeatingBaseload,NG-HeatingChangePoint,NG-HeatingSlope,NG-HeatingR2,EL-CoolingModelType,EL-CoolingBaseload,EL-CoolingChangePoint,EL-CoolingSlope,EL-CoolingR2,EL-HeatingModelType,EL-HeatingBaseload,EL-HeatingChangePoint,EL-HeatingSlope,EL-HeatingR2,BLC_Heating_NG,BLC_Heating_EL,BLC_Cooling_EL,FloorArea,EPD,Volume,WallArea,ExtWallArea,WindowArea,CeilingArea,Electricity,NaturalGas,TSE,TotalSourceEnergy,AnnualOperatingCost,TOC
3P Heating,0.98055098174883,63.77106750917125,0.002697173774397,0.9383585217848356,3P Cooling,0.9531967872767796,59.52337123770264,0.0026233658526287,0.869416089055602,3P Cooling,0.876880692970843,53.52337123770264,0.0,0.8690110328328522,202.288033079781,0.0,196.75243894715683,1800.0,0.0079482182782572,28800.0,"{'Front': 576.0, 'Left': 384.0, 'Right': 384.0, 'Back': 576.0}",1824.384,95.616,864.0,8573.524818421145,467.15143145477737,22272.98028630318,42112.15847086695,1740.1169239227315,18061.81861676868
