Unnamed: 0,NG-HeatingModelType,NG-HeatingBaseload,NG-HeatingChangePoint,NG-HeatingSlope,NG-HeatingR2,EL-CoolingModelType,EL-CoolingBaseload,EL-CoolingChangePoint,EL-CoolingSlope,EL-CoolingR2,EL-HeatingModelType,EL-HeatingBaseload,EL-HeatingChangePoint,EL-HeatingSlope,EL-HeatingR2,BLC_Heating_NG,BLC_Heating_EL,BLC_Cooling_EL,FloorArea,EPD,Volume,WallArea,ExtWallArea,WindowArea,CeilingArea,Electricity,NaturalGas,TSE,TotalSourceEnergy,AnnualOperatingCost,TOC,TIC,LCC,PctThermsChange,PctkWhChange,PctTSEChange,PctSourceChange,OperatingCostChange,SPP,NPV,ROI
0,3P Heating,0.8596414814732518,64.40203306073282,0.0017228692814615,0.9233667505042604,3P Cooling,0.9553855442176058,53.08646577560393,0.0016315274976581,0.9257435804508038,3P Cooling,0.9553855442176058,53.08646577560393,0.0,0.9257435804508038,129.2151961096125,0.0,122.36456232435752,1800.0,0.0095889772890536,28800.0,"{'Front': 576.0, 'Left': 384.0, 'Right': 384.0, 'Back': 576.0}",1824.384,95.616,864.0,8180.2998117687985,383.7872385778147,19435.057541323484,38197.2049445455,1484.6120982859306,20924.040615321304,4305.54624,25229.586855321304,-18.215937211219714,-10.529056102057737,-15.147507793790997,-13.155399492509625,253.3295400894765,16.995831747372502,-735.133745037303,-17.074111020052662
