Measures,OrgPropValue,NewPropValue,TIC,OrgTotalkWh,OrgTotalTherm,EEMTotalkWh,EEMTotalTherm,PctkWhSavings,PctThermSavings,OrgAOC,EEMAOC,OrgTOC,EEMTOC,EEMLCC,OperatingCostChange,SPP,NPV,ROI
['LEDLighting'],[0.0],[100.0],420.0,9570.978589360804,1337.0000000000007,9148.589836557227,1337.000000000001,4.413224299478729,-1.700625844751174e-14,2211.7580730424734,2173.7430852901516,22957.29246136614,22562.70988817142,22982.70988817142,38.01498775232176,11.048273979105742,-25.4174268052775,-6.051768286970834
