Measures,OrgPropValue,NewPropValue,TIC,OrgTotalkWh,OrgTotalTherm,EEMTotalkWh,EEMTotalTherm,PctkWhSavings,PctThermSavings,OrgAOC,EEMAOC,OrgTOC,EEMTOC,EEMLCC,OperatingCostChange,SPP,NPV,ROI
['LEDLighting'],[40.0],[100.0],3910.8,25241,35030,21419.024045000002,35030,15.14193556119012,0,16283.69,15939.71216,169019.13379974104,165448.76148986665,169359.56148986664,343.97783594999964,11.369337181853982,-340.4276901,-8.704809505
