,Year 1 - kWh2024,Year 1 - Therms2024,Year 2 - kWh2026,Year 2 - Therms2026,Year 3 - kWh2026,Year 3 - Therms2026,BillDays
1,880,1545,nan,nan,nan,nan,31
2,920,470,nan,nan,nan,nan,29
3,840,100,nan,nan,nan,nan,31
4,1360,15,nan,nan,nan,nan,30
5,1680,16,nan,nan,nan,nan,31
6,1120,15,nan,nan,nan,nan,30
7,760,14,nan,nan,nan,nan,31
8,880,72,nan,nan,nan,nan,31
9,800,264,nan,nan,nan,nan,30
10,960,661,nan,nan,nan,nan,31
11,1320,1643,nan,nan,nan,nan,30
12,1080,2000,nan,nan,nan,nan,31
