NG-HeatingModelType,NG-HeatingBaseload,NG-HeatingChangePoint,NG-HeatingSlope,NG-HeatingR2,EL-CoolingModelType,EL-CoolingBaseload,EL-CoolingChangePoint,EL-CoolingSlope,EL-CoolingR2,EL-HeatingModelType,EL-HeatingBaseload,EL-HeatingChangePoint,EL-HeatingSlope,EL-HeatingR2,BLC_Heating_NG,BLC_Heating_EL,BLC_Cooling_EL,FloorArea,EPD,Volume,WallArea,ExtWallArea,WindowArea,CeilingArea,Electricity,NaturalGas,TSE,TotalSourceEnergy,AnnualOperatingCost,TOC
3P Heating,1.44092471865041,53.81217389067083,-0.017171132011989,0.6848662327018067,3P Cooling,0.2879617868307821,0.0,0.0,0.0050113622927616,3P Cooling,0.2879617868307821,0.0,0.0,0.0050113622927616,8585.566005994508,0.0,0.0,12000.0,0.0064024906093612,144000.0,"{'Front': 1440.0, 'Left': 1200.0, 'Right': 1200.0, 'Back': 1440.0}",3696.0,1584.0,12000.0,12160.263138895196,9038.218093607324,277210.64711564954,327946.57266349683,11639.4145203037,120813.14248538628
