NG-HeatingModelType,NG-HeatingBaseload,NG-HeatingChangePoint,NG-HeatingSlope,NG-HeatingR2,EL-CoolingModelType,EL-CoolingBaseload,EL-CoolingChangePoint,EL-CoolingSlope,EL-CoolingR2,EL-HeatingModelType,EL-HeatingBaseload,EL-HeatingChangePoint,EL-HeatingSlope,EL-HeatingR2,BLC_Heating_NG,BLC_Heating_EL,BLC_Cooling_EL,FloorArea,EPD,Volume,WallArea,ExtWallArea,WindowArea,CeilingArea
3P Cooling,3.570751310592658,0.0,0.0,0.2861756289640113,3P Cooling,0.45983249089129014,37.56960688229571,0.0006090086975107646,0.2784453428512944,3P Cooling,0.45983249089129014,37.56960688229571,0.0,0.2784453428512944,0.0,0.0,75.08569733059802,2959.0,0.006987764532415519,35508.0,"{'Front': 720.0, 'Left': 591.84, 'Right': 591.84, 'Back': 720.0}",1836.576,787.104,2959.2
